[2025-10-03T19:42:33.086Z] JSON parse error: Expected ':' after property name in JSON at position 2297 (line 18 column 186)
[2025-10-03T20:06:21.347Z] JSON parse error: Unterminated string in JSON at position 2210 (line 15 column 1809)
[2025-10-03T20:07:23.084Z] JSON parse error: Bad control character in string literal in JSON at position 407 (line 15 column 10)
[2025-10-03T20:08:36.072Z] JSON parse error: Expected ':' after property name in JSON at position 2306 (line 16 column 1880)
[2025-10-03T20:09:33.718Z] JSON parse error: Unterminated string in JSON at position 2207 (line 15 column 1810)
[2025-10-03T21:29:42.537Z] GPT-4 API error: Connection error.
[2025-10-04T00:52:59.254Z] JSON parse error: Expected double-quoted property name in JSON at position 2245 (line 16 column 868)
[2025-10-04T00:54:13.362Z] JSON parse error: Expected double-quoted property name in JSON at position 2832 (line 42 column 1733)
[2025-10-04T00:54:59.912Z] JSON parse error: Expected double-quoted property name in JSON at position 2846 (line 42 column 1729)
[2025-10-04T01:30:09.328Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:23:45.090Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:23:49.356Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:23:53.503Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:23:57.843Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:01.956Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:07.402Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:11.503Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:15.665Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:19.929Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:24.052Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:28.382Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:34.593Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:38.778Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:42.978Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:47.219Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:51.683Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:55.655Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:24:59.872Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:04.831Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:09.038Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:13.569Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:17.709Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:22.060Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:26.074Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:30.338Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:34.567Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:38.552Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:42.662Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:46.809Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:50.858Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:55.148Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:25:59.221Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:26:03.443Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:26:07.801Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:26:12.085Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:26:16.502Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:26:20.815Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
